PatentID	Example	Production
US20010007512	Example04P	Ricoh HD Pentax-D FA645 35mm F3.5AL[IF]
US20010030812	Example02P	Nikon AF Zoom-Nikkor 18-35mm f/3.5-4.5D IF-ED
US20010040736	Example02	Nikon WC-E63
US20010050819	Example03P	Hasselblad HC 2.8 80 (Fujinon)
US20020075570	Example01P	Hasselblad HC 3.2 150 (Fujinon)
US20020191303	Example01P	Hasselblad HC TC 1.7x (Fujinon)
US20030011895	Example04P	Hasselblad HC 3.5 50 (Fujinon)
US20030072085	Example01_Tale22	Nikon Zoom-Nikkor 5.6-16.8mm f/2.7-4.8 (Coolpix SQ)
US20030072086	Example07P	Olympus 9-36mm f2-2.4 AF (E-10)
US20030156333	Example01P	Tamron AF 28-300mm F3.5-6.3 XR Di LD Aspherical [IF] Macro A061
US20030189767	Example01P	Zeiss DigiPrime Distagon T1.6 40mm
US20030218799	Example02P	Ricoh smc Pentax-FA J 28-80mm F3.5-5.6 AL
US20030223122	Example04P	Ricoh smc Pentax-FA J 75-300mm F4.5-5.8 AL
US20040017605	Example03P	Olympus Zuiko Digital ED 300mm F2.8
US20040042087	Example03P	Olympus Zuiko Digital ED 50-200mm F2.8-3.5 SWD
US20040136095	Example01P	Hasselblad HC 3.5 35 (Fujinon)
US20040218274	Example03P	Nikon AF-S Zoom-Nikkor 24-120mm f/3.5-5.6G IF-ED VR
US20040223070	Example04P	Canon EF28-105mm f4-5.6
US20050013015	Example05P	Nikon AF-S DX Zoom-Nikkor 17-55mm f/2.8G IF-ED
US20050068636	Example01P	Nikon AF-S DX Zoom-Nikkor 18-70mm f/3.5-4.5G IF-ED
US20050157403	Example01P	Nikon AF-S Zoom-Nikkor 200-400mm f4G IF-ED VR
US20050219708	Example04P	Nikon AF-S Zoom-Nikkor 70-300mm f/4.5-5.6G IF-ED VR
US20050237627	Example04P	Ricoh smc Pentax-DA 14mm F2.8ED[IF]
US20050286139	Example05P	Canon EF-S10-22mm f3.5-4.5 USM
US20060007559	Example04P	Nikon AF-S DX Zoom-Nikkor 18-55mm f/3.5-5.6G ED
US20060023317	Example01P	Canon EF-S17-85mm f4-5.6 IS USM
US20060209426	Example01P	Hasselblad HC 4.5 300 (Fujinon)
US20060245079	Example05P	Nikon AF-S DX Zoom-Nikkor 55-200mm f/4-5.6G ED
US20070058265	Example02P	Canon EF-S18-55mm f3.5-5.6
US20070070521	Example06P	Nikon AF-S DX Zoom-Nikkor 18-135mm f/3.5-5.6G IF-ED
US20070183042	Example02P	Nikon AF-S DX Zoom-Nikkor 55-200mm f/4-5.6G IF-ED VR
US20070229969	Example01P	Sony Vario-Sonnar T DT 16-80mm F3.5-4.5 ZA
US20070236805	Example04P	Arri Zeiss Master Prime T1.3 100mm
US20070297067	Example02P	Sony DT 18-250 mm F3.5-6.3
US20080019018	Example07P	Nikon AF-S DX Nikkor 16-85mm f3.5-5.6G ED VR
US20080062534	Example01P	Olympus Zuiko Digital ED 40-150mm F4.0-5.6
US20080158689	Example01P	Sony DT 18-200mm F3.5-6.3
US20080158694	Example05P	Nikon AF-S Nikkor 400mm f/2.8G ED VR
US20080198475	Example03P	Sony Vario-Sonnar T 24-70mm F2.8 ZA SSM
US20080212200	Example01P	Tamron SP AF70-200mm F2.8 Di
US20080218875	Example01P	Zeiss Vario-Sonnar T 14.3-71.5mm F2.8-4.8 (Sony DCS-R1)
US20090002845	Example01P	Olympus Zuiko Digital ED 14-42mm F3.5-5.6
US20090034100	Example04P	Nikon AF-S DX Nikkor 18-55mm f/3.5-5.6G VR
US20090190220	Example05P	Nikon AF-S DX Micro Nikkor 85mm f/3.5G ED VR
US20090190239	Example01P	Nikon AF-S Nikkor 500mm f/4G ED VR
US20090290227	Example01P	Sony DT 18-55mm F3.5-5.6 SAM II
US20090296231	Example01P	Canon EF70-200mm f2.8L IS II USM
US20100033848	Example03P	Canon EF24mm f1.4L II USM
US20100073777	Example01P	Ricoh smc Pentax-DA 55mm F1.4 SDM
US20100149663	Example01P	Samsung 30mm F2
US20100194930	Example02P	Panasonic Lumix G Vario 7-14mm F4.0 Asph
US20100220400	Example01P	Nikon AF-S Nikkor 24-120mm f/4G ED VR
US20100220400	Example02P	Nikon AF-S Nikkor 28-300mm f/3.5-5.6G ED VR
US20100220400	Example04	Nikon AF-S DX Nikkor 18-200mm f/3.5-5.6G ED VR II
US20100220400	Example04P	Nikon AF-S DX Nikkor 18-200mm f/3.5-5.6G ED VR II
US20100238560	Example01P	Nikon AF-S Nikkor 16-35mm f4G ED VR
US20100302648	Example01P	Canon EF-S15-85mm f3.5-5.6 IS USM
US20110102905	Example01P	Nikon AF-S DX Nikkor 55-300mm f/4.5-5.6G ED VR
US20110149118	Example01P	Samsung 18-55mm F3.5-5.6 OIS III
US20110157719	Example04P	Samsung 50-200mm F4-5.6 ED OIS III
US20110176215	Example01P	Nikon AF-S DX Micro Nikkor 40mm f/2.8G
US20110273780	Example01P	Sony E 18-55 mm F3.5-5.6 OSS
US20110286106	Example01P	Sony E PZ 18-200 mm F3.5-6.3 OSS
US20110286116	Example01P	Tamron SP AF60mm F/2 Di II LD [IF] Macro 1:1
US20120002298	Example06P	Ricoh smc Pentax-DA 18-135mm F3.5-5.6ED AL[IF] DC WR
US20120013991	Example01P	Panasonic Lumix G Vario 100-300mm F4.0-5.6 II Power OIS
US20120013996	Example01P	Canon EF8-15mm f4L Fisheye USM
US20120019926	Example04P	Nikon 1 Nikkor VR 10-30mm f/3.5-5.6
US20120056976	Example01P	Samsung 20mm F2.8
US20120057246	Example06P	Samsung 20-50mm F3.5-5.6 ED II
US20120063011	Example01P	Hasselblad HC 3.5 50-II
US20120069456	Example01P	Fujifilm Fujinon 23mm F2.0 Super EBC (X100F)
US20120147254	Example04P	Panasonic Lumix G Fisheye 8mm F3.5
US20120154913	Example02P	Samsung 18-200mm F3.5-6.3 ED OIS
US20120307129	Example01P	Sony DT 16-50mm F2.8 SSM
US20130033768	Example02P	Sony Sonnar T* E 24mm F1.8 ZA
US20130057972	Example03P	Samsung 16mm F2.4
US20130088622	Example04P	Canon EF-S18-135mm f3.5-5.6 IS STM
US20130148006	Example01P	Panasonic Lumix G 14mm F2.5 II Asph
US20130155294	Example01P	Sony DT 18-135mm F3.5-5.6 SAM
US20130222925	Example04P	Ricoh HD Pentax-D FA645 90mm F2.8 ED AW SR Macro
US20130235465	Example05P	Samsung 12-24mm F4-5.6 ED
US20130235467	Example01P	Samsung 10mm F3.5 Fisheye
US20130314585	Example03P	Zeiss Vario-Sonnar T 10.4-37.1mm F1.8-4.9 (Sony DSC-RX100M1-2)
US20130314588	Example01P	Samsung 45mm F1.8
US20130321936	Example03P	Ricoh 18.3mm F2.8 (GR II)
US20130335617	Example04P	Panasonic Lumix G Vario 45-150mm F4.0-5.6 Asph Mega OIS
US20130335830	Example01P	Canon EF-M18-55mm f3.5-5.6 IS STM
US20140071331	Example04P	Sony Planar T* 50mm F1.4 ZA SSM
US20140071333	Example04P	Zeiss Sonnar 35mm F2.0 (Sony DSC-RX1RM2)
US20140098253	Example03P	Canon EF-M11-22mm f4-5.6 IS STM
US20140132830	Example01P	Panasonic Lumix G X Vario PZ 45-175mm F4.0-5.6 Asph Power OIS
US20140133036	Example01P	Fujifilm Fujinon 7.1-28.4mm F2.0-2.8 Super EBC (X10)
US20140139720	Example05P	Olympus M.Zuiko ED 12-40mm f2.8 PRO
US20140204265	Example04P	Sony E 20mm F2.8
US20140211029	Example03P	Canon EF-S55-250mm f4-5.6 IS STM
US20140240851	Example01P	Fujifilm Fujinon XF18mm F2 R
US20140247506	Example01P	Fujifilm Fujinon XF60mm F2.4 R Macro
US20140285903	Example01P	Fujifilm Fujinon XF35mm F1.4 R
US20140347522	Example03P	Tamron 14-150mm F/3.5-5.8 Di III
US20140354857	Example07P	Zeiss Vario-Sonnar 8.8-73.3mm F2.8 (Sony DSC-RX10M1-2)
US20140354858	Example04P	Olympus M.Zuiko ED 14-42mm F3.5-5.6 EZ
US20140368925	Example01P	Fujifilm Fujinon XC16-50mm F3.5-5.6 OIS II
US20140368926	Example04P	Fujifilm Fujinon XF23mm F1.4 R
US20150077859	Example04P	Sony FE 28-70mm F3.5-5.6 OSS
US20150092100	Example01P	Sony Sonnar T* FE 55mm F1.8 ZA
US20150097989	Example02P	Panasonic Lumix G Vario 12-32mm F3.5-5.6 Asph Mega OIS
US20150103211	Example01P	Leica DC Vario-Elmarit 4.5-108mm F2.8 (Panasonic FZ300)
US20150124127	Example01P	Leica DC Vario-Summilux 4.7-17.7mm F1.4-2.3 (Panasonic LX7)
US20150131163	Example01P	Fujifilm Fujinon XF10-24mm F4 R OIS
US20150146044	Example02P	Canon EF100-400mm f4.5-5.6L IS II USM
US20150146085	Example01P	Canon EF11-24mm f4L USM
US20150153549	Example01P	Nikon 1 Nikkor 11-27.5mm f/3.5-5.6
US20150168694	Example01P	Fujifilm Fujinon XF14mm F2.8 R
US20150168697	Example04P	Olympus M.Zuiko ED 40-150mm F2.8 PRO
US20150177500	Example01P	Fujifilm Fujinon XF18-55mm F2.8-4 R LM OIS
US20150185495	Example01P	Nikon AF-S DX Nikkor 18-55mm f/3.5-5.6G VR II
US20150192839	Example05P	Panasonic Leica DG Nocticron 42.5mm F1.2 Asph Power OIS
US20150205081	Example01P	Canon EF35mm f2 IS USM
US20150212302	Example03P	Fujifilm Fujinon XF56mm F1.2 R
US20150226942	Example01FCLP	Fujifilm XTL-X100
US20150226942	Example01P	Fujifilm XTL-X100 with Fujifilm Fujinon 23mm F2
US20150226943	Example01TCP	Olympus MC-14 M.Zuiko Digital 1.4X Teleconverter
US20150226945	Example01P	Sony FE 70-200mm F4 G OSS
US20150241657	Example01P	Ricoh smc Pentax-Q 06 Telephoto Zoom 15-45mm F2.8
US20150316753	Example01P	Sony E PZ 16-50mm F3.5-5.6 OSS
US20150370053	Example02P	Olympus M.Zuiko ED 12-50mm F3.5-6.3 EZ
US20160011404	Example05P	Fujifilm Fujinon XF27mm F2.8
US20160054550	Example01P	Leica DC Vario-Summilux 10.9-34mm F1.7-2.8 ASPH (Panasonic LX100M2)
US20160070086	Example01P	Leica Summilux-M 28mm F1.4 Asph
US20160103303	Example01P	Ricoh HD Pentax-D FA 70-200mm F2.8ED DC AW
US20160154221	Example01P	Fujifilm Fujinon XF16-55mm F2.8 R LM WR
US20160154223	Example01P	Ricoh HD Pentax-DA 20-40mm F2.8-4ED Limited DC WR
US20160266350	Example01P	Leica Summilux 28mm f1.7 Asph (Leica Q2)
US20160274335	Example01P	Fujifilm Fujinon XF90mm F2 R LM WR
US20160282590	Example01P	Fujifilm Fujinon XF16mm F1.4 R WR
US20160313535	Example01P	Canon EF-M28mm f3.5 Macro IS STM
US20170003486	Example05P	Canon EF70-300mm f4-5.6 IS II USM
US20170010441	Example01P	Fujifilm Fujinon XF35mm F2 R WR
US20170059832	Example04P	Panasonic Lumix G 25mm F1.7 Asph
US20170068075	Example02P	Ricoh HD Pentax-D FA 28-105mm F3.5-5.6ED DC WR
US20170075089	Example01P	Fujifilm Fujinon 18.5mm F2.8 (X70)
US20170090163	Example01MLP	Fujifilm Fujinon XF50-140mm F2.8 R LM OIS WR
US20170090163	Example01P	Fujifilm Fujinon XF50-140mm F2.8 R LM OIS WR with Fujifilm Fujinon XF1.4X TC WR
US20170090163	Example01TCP	Fujifilm Fujinon XF1.4X TC WR
US20170090170	Example01P	Fujifilm Fujinon XF100-400mm F4.5-5.6 R LM OIS WR
US20170242219	Example01P	Fujifilm Fujinon GF63mm F2.8 R WR
US20170242227	Example02P	Panasonic Lumix G Vario 12-60mm F3.5-5.6 Asph Power OIS
US20170315337	Example01P	Nikon AF-S Nikkor 70-200mm f/4G ED VR
US20170329112	Example01P	Ricoh HD Pentax-DA 55-300mm F4.5-6.3ED PLM WR RE
US20170351051	Example01P	Fujifilm Fujinon XF23mm F2 R WR
US20170374291	Example01P	Canon EF24-105mm f4L IS II USM
US20180031811	Example04P	Nikon AF-S Nikkor 600mm f/4E FL ED VR
US20180059384	Example01P	Fujifilm Fujinon GF120mm F4 R LM OIS WR Macro
US20180074300	Example01P	Canon EF-S35mm f2.8 Macro IS STM
US20180074300	Example02P	Canon EF-M18-150mm f3.5-6.3 IS STM
US20180081156	Example01P	Leica DC Vario-Elmarit 8.8-176mm F2.8-4.5 ASPH (Panasonic FZ2500,FZ2000,FZH1)
US20180095255	Example02P	Canon Extender EF1.4X III
US20180095255	Example05P	Canon Extender EF2X III
US20180095255	MLP	Canon EF400mm f2.8L IS II USM
US20180100988	Example01P	Fujifilm Fujinon GF110mm F2 R LM WR
US20180136439	Example03P	Olympus MC-20 M.Zuiko Digital 2x Teleconverter
US20180149842	Example01P	Venus Laowa 15mm f2 Zero-D
US20180164556	Example03P	Ricoh HD Pentax-DA 11-18mm F2.8ED DC AW
US20180196240	Example11P	Nikon 1 Nikkor VR 10-30mm f/3.5-5.6 PD-Zoom
US20180210178	Example01P	Fujifilm Fujinon GF23mm F4 R LM WR
US20180246292	Example01P	Fujifilm Fujinon XF80mm F2.8 R LM OIS WR Macro
US20180252903	Example01P	Nikon AF-S DX Nikkor 16-80mm f/2.8-4E ED VR
US20180284478	Example01P	Panasonic Leica DG Vario-Elmar 100-400mm F4.0-6.3 Asph Power OIS
US20190018229	Example01P	Sony FE 70-200 mm F2.8 GM OSS
US20190086645	Example01P	Fujifilm Fujinon GF250mm F4 R LM OIS WR with Fujifilm Fujinon GF1.4X TC WR
US20190086645	Example01TCP	Fujifilm Fujinon GF1.4X TC WR
US20190086648	Example02P	TH Swiss Irix 11mm f/4.0
US20190094496	Example01P	Fujifilm Fujinon GF250mm F4 R LM OIS WR
US20190113711	Example01P	Canon RF35mm F1.8 Macro IS STM
US20190154946	Example05P	Ricoh 18.3mm F2.8 (GR3)
US20190250367	Example01P	Ricoh HD Pentax-D FA 50mm F1.4 SDM AW
US20190265441	Example02P	Canon RF50mm F1.2 L USM
US20190265504	Example01P	Fujifilm Fujinon XF200mm F2 R LM OIS WR
US20190302431	Example01P	Fujifilm Fujinon XF8-16mm F2.8 R LM WR
US20190312999	Example01P	Panasonic Leica DG Vario-Elmarit 12-60mm F2.8-4.0 Asph Power OIS
US20190353880	Example01P	Nikon AF-P Nikkor 70-300mm f/4.5-5.6E ED VR
US20190361195	Example01P	Fujifilm Fujinon GF100-200mm F5.6 R LM OIS WR
US20190369371	Example04P	Sony FE C 16-35mm T3.1
US20200012073	Example01P	Canon RF85mm F1.2 L USM (DS)
US20200018936	Example01P	Fujifilm Fujinon XF200mm F2 R LM OIS WR with Fujifilm Fujinon XF1.4X TC F2 WR
US20200018936	Example01TCP	Fujifilm Fujinon XF1.4X TC F2 WR
US20200049962	Example01P	Nikon AF-S Nikkor 80-400mm f/4.5-5.6G ED VR
US20200073096	Example03P	Fujifilm Fujinon XF16mm F2.8 R WR
US20200132974	Example01P	Canon RF24-70mm F2.8 L IS USM
US20200142167	Example01P	Canon RF24-240mm F4-6.3 IS USM
US20200142168	Example01P	Nikon AF-S Nikkor 24-70mm f/2.8E ED VR
US20200166730	Example01P	Fujifilm Fujinon GF50mm F3.5 R LM WR
US20200166735	Example11P	Fujifilm Fujinon XF16-80mm F4 R OIS WR
US20200174231	Example01P	Fujifilm Fujinon GF45mm F2.8 R WR
US20200192060	Example02P	Hasselblad XCD 3.5 120 Macro
US20200257181	Example01P	Canon RF15-35mm F2.8 L IS USM
US20200271904	Example03P	Canon Extender RF1.4X
US20200271904	Example06P	Canon Extender RF2X
US20200301101	Example03P	Ricoh HD Pentax-D FA 85mm F1.4ED SDM AW
US20200319427	Example01P	Hasselblad XCD 2.8 65
US20200333569	Example01P	Fujifilm Fujinon 23mm F2.0 II Super EBC (X100V)
US20200341238	Example03P	Leica Elmarit-TL 18mm F2.8 Asph
US20200348497	Example08P	Nikon 1 Nikkor VR 10-100mm f4-5.6
US20200371325	Example02P	Panasonic Leica DG Vario-Summilux 10-25mm F1.7 Asph
US20200379223	Example01P	Fujifilm Fujinon GF45-100mm F4 R LM OIS WR
US20210003831	Example01P	Canon RF24-105mm F4-7.1 IS STM
US20210003832	Example02P	Canon RF100-500mm F4.5-7.1 L IS USM
US20210026133	Example04P	Nikon AF-P DX Nikkor 70-300mm f4.5-6.3G ED VR
US20210033835	Example01P	Canon RF70-200mm F4 L IS USM
US20210055531	Example01P	Panasonic Lumix S Pro 24-70mm F2.8
US20210072505	Example01P	Canon RF85mm F2 Macro IS STM
US20210103133	Example07P	Nikon AF-S DX Nikkor 18-300mm f/3.5-5.6G ED VR
US20210132345	Example03P	Panasonic Lumix S Pro 70-200mm F2.8 OIS
US20210231927	Example03P	Fujifilm Fujinon XF50mm F1.0 R WR
US20210231930	Example01P	Fujifilm Fujinon GF30mm F3.5 R WR
US20210263286	Example01P	Canon RF50mm F1.8 STM
US20210286156	Example06P	Fujifilm Fujinon XF70-300mm F4-5.6 R LM OIS WR
US20210294073	Example01P	Fujifilm Fujinon GF80mm F1.7 R WR
US20220011542	Example01P	Fujifilm Fujinon XF18mm F1.4 R LM WR
US20220019061	Example03P	Canon RF24mm F1.8 Macro IS STM
US20220026670	Example03P	Ricoh 26.1mm F2.8 (GR3x)
US20220066176	Example01P	Leica APO-Summicron-M 35mm f/2 Asph
US20220171174	Example03P	Canon RF14-35mm F4 L IS USM
US20220214530	Example01P	Canon RF100-400mm F5.6-8 IS USM
US20220221688	Example02P	Canon RF5.2mm F2.8 L Dual Fisheye
US20220236544	Example01P	Fujifilm Fujinon GF35-70mm F4.5-5.6 WR
US20220236544	Example10P	Fujifilm Fujinon GF20-35mm F4 R WR
US20220276464	Example03P	Fujifilm Fujinon XF33 F1.4 R LM WR
US20220276464	Example07P	Fujifilm Fujinon XF23mm F1.4 R LM WR
US20220365327	Example03P	Panasonic Leica DG Vario-Summilux 25-50mm F1.7 Asph
WO2014-007298	Example02P	Sony E 10-18 mm F4 OSS
WO2014-061226	Example01P	Nikon 1 Nikkor 32mm f/1.2
WO2014-126145	Example09P	Tamron 18-200mm F/3.5-6.3 Di II VC
WO2015-141574	Example02P	Nikon AF-S DX Nikkor 55-200mm f/4-5.6G ED VR II
WO2016-136352	Example02P	Sony FE 90mm F2.8 Macro G OSS
WO2017-134928	Example03P	Sony 2x Teleconverter Lens (SEL)
WO2017-134928	Example06P	Sony 1.4x Teleconverter Lens (SEL)
WO2017-138250	Example02P	Sony Planar T* FE 50mm F1.4 ZA
WO2017-221949	Example01P	Hasselblad XCD 3.5 45
WO2018-052113	Example01P	Hasselblad XCD 3.5 30
WO2019-049372	Example01P	Nikon Nikkor Z 24-70mm f/4 S
WO2019-073744	Example01P	Sony FE 24mm F1.4 GM
WO2019-097669	Example01P	Nikon AF-S Nikkor 70-200mm f/2.8 E FL ED VR
WO2019-116563	Example03P	Nikon AF-S Nikkor 105mm f/1.4E ED
WO2019-131993	Example01P	Nikon AF-S Zoom-Nikkor 180-400mm f/4E TC1.4 FL ED VR without TC
WO2019-131993	Example01TCP	Nikon AF-S Zoom-Nikkor 180-400mm f/4E TC1.4 FL ED VR with TC
WO2019-187633	Example01P	Sony FE 135mm F1.8 GM
WO2019-188070	Example03P	Zeiss Vario-Sonnar T 9.0-72mm F2.8-4.5 (Sony DSC-RX100M6-7)
WO2019-220618	Example09P	Nikon Nikkor Z 50mm f/1.8 S
WO2019-229849	Example01P	Nikon Nikkor Z 58mm f/0.95 S Noct
WO2020-012638	Example08P	Nikon Nikkor Z DX 16-50mm f/3.5-6.3 VR
WO2020-105104	Example01P	Nikon Nikkor Z 70-200mm f/2.8 VR S
WO2020-105107	Example01P	Nikon Nikkor Z DX 50-250mm f/4.5-6.3 VR
WO2020-119907	Example01P	TH Swiss Irix 150mm f/2.8 Macro
WO2020-136749	Example01P	Nikon Nikkor Z 24-70mm f/2.8 S
WO2020-157904	Example01P	Nikon Nikkor Z 24-200mm f/4-6.3 VR
WO2020-158622	Example03P	Panasonic Lumix S Pro 50mm F1.4
WO2020-213337	Example02P	Sony FE 20mm F1.8 G
WO2020-230915	Example01P	Samyang AF 24mm F2.8 FE
WO2021-039812	Example08P	Nikon AF-S DX Nikkor 18-105mm f/3.5-5.6G ED VR
WO2021-039813	Example01P	Nikon AF Nikkor 18mm f/2.8D
WO2021-039813	Example02P	Nikon AF-P DX Nikkor 10-20mm f/4.5-5.6G VR
WO2021-070285	Example01P	Olympus M.Zuiko ED 12-45mm F4.0 Pro
WO2021-085655	Example03P	Samyang AF 85mm F1.4 FE/F/RF
WO2021-117563	Example04P	Nikon Nikkor Z 14-24mm f/2.8 S
WO2021-199923	Example01P	Sony FE 14mm F1.8 GM
WO2021-200206	Example02P	Sony FE 12-24mm F2.8 GM
WO2021-241230	Example01P	Nikon Nikkor Z 50mm f/1.2 S
WO2021-246545	Example01P	Samyang AF 18mm F2.8 FE
WO2022-071249	Example02P	Nikon Nikkor Z 28mm f/2.8
WO2022-097401	Example01P	Nikon Nikkor Z MC 105mm f/2.8 VR S
WO2022-137385	Example02P	Olympus M.Zuiko Digital ED 8-25mm F4.0 Pro
WO2022-259649	Example05P	Nikon Nikkor Z 24-120mm f/4 S
WO2022-264542	Example01P	Nikon Nikkor Z DX 18-140mm f/3.5-6.3 VR
US004123144	Example09P	Leica Summicron-M 50mm F2 v5
US002645154	Example01P	Cosina Voigtlander Heliar 210mm F4.5
DE02222892	Example03P	Leica Summicron-C 40mm F2
US005528428	Example03P	Nikon Nikkor 28mm f/2.8 (28ti)
US005243468	Example05P	Nikon Nikkor 35mm f2.8 (35ti)
GB1238668	Example02P	Nikon Nikkor-O Auto 35mm f/2
JP1983-129411	Example01P	Nikon TC-16A
JP1987-087922	Example01P	Canon EF50mm f1.8
US005917663	Example02P	Nikon AI Nikkor 28mm f/2.8S
US005870234	Example02P	Schneider Super-Symmar XL 5.6 / 110 Asph
DE01089991	Example01P	Rodenstock Rodagon-S 50mm f2.8
DE02706498	Example01P	Rodenstock Rogonar 50mm F2.8
DE02818435	Example01P	Rodenstock Rodagon-WA 80mm F4.0
